UNIQUE_ID,Rev_17_GeoPod,Rev_17_B,Rev_17_C,Vol_17_GeoPod,Vol_17_B,Vol_17_C,Rev_17_GeoPod_Logistics,Rev_17_GeoPod_HR,Rev_17_GeoPod_Finance,Vol_17_GeoPod_Logistics,Vol_17_GeoPod_HR,Vol_17_GeoPod_Finance,Vol_17_Death_Event,Vol_17_Birth_Event,Vol_17_COA,Vol_17_COA_Win,Rev_17_D,Rev_17_E,Rev_17_F,Rev_17_G,Rev_17_H,Rev_17_I,Vol_17_D,Vol_17_E,Vol_17_F,Vol_17_G,Vol_17_H,Vol_17_I,Ind_2013_pushback,Ind_2014_pushback,Ind_2015_pushback,Ind_2016_pushback,Ind_2017_pushback,DataCorp_Market_Share,Major_competitor_market_share,Other_competitor_market_share,Tenure_months,Market_Segment,Sub_Segment,Sales_Person_Jun_17,RSM_Jun_17,Director_Jun_17,VP_Jun_17,Sales_Person_Dec_17,RSM_Dec_17,Director_Dec_17,VP_Dec_17,Discount_17,Count_Entities,Count_Jurisdicion,Price_Point,Vol_16_GeoPod_Logistics,Vol_16_GeoPod_HR,Vol_16_GeoPod_Finance,Vol_16_D,Vol_16_E,Vol_16_F,Vol_16_G,Vol_16_H,Vol_16_I,Attrition_Flag
681,37985.68,0,0,319,0,0,151.24,230.44,37604,1,2,316,46,11,0,1,74765.74,12000,15944.14,155,0,0,696,16,232,182,0,0,0,0,0,1,0,0.94,0,0.05,46,Large Business,Multinational Banks,SP47,M2,D2,VP 2,SP47,M2,D18,VP 1,0.60200669,64,42,0.047,1,357,1,633,10,244,1,0,0,0
683,8556.49,0,0,31,0,0,346.37,579,7631.12,1,2,28,9,2,0,0,1945,0,0,3,0,0,9,0,0,5,0,0,0,0,0,0,0,,,,155,Large Business,Multinational Banks,SP88,M11,D8,VP 2,SP69,M11,D10,VP 1,0.08849498,9,19,0.163,1,57,2,0,0,0,0,0,0,0
695,1256.79,0,0,6,0,0,303.03,0,953.76,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.58,135,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.20254181,4,2,-0.14,1,4,0,0,0,0,0,0,0,0
706,45706.97,0,0,464,0,0,121.09,2042.92,43542.96,1,6,457,1,3,0,0,7246,0,0,2007,0,0,59,0,0,2007,0,0,0,0,0,0,0,0.72,0.11,0.17,265,Large Business,Multinational Banks,SP85,M7,D5,VP 2,SP17,M7,D5,VP 1,0.68133779,30,51,0.239,1,453,5,78,0,0,0,0,0,0
713,8600.85,0,0,51,0,0,217.44,5.12E-13,8383.41,1,1,49,10,1,0,0,2998.25,0,0,45,9755,0,23,0,0,45,2,0,0,0,0,0,0,0.98,0,0.03,80,Large Business,Multinational Banks,SP68,M16,D13,VP 2,SP68,M16,D18,VP 1,0.42779264,9,23,-0.24,1,62,0,10,0,0,0,2,0,0
717,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,75,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,5,0.066,1,5,0,0,0,0,0,0,0,0
718,5915.95,0,0,85,0,0,180.47,907.48,4828,1,50,34,0,0,0,0,97,0,0,43,0,0,2,0,0,43,0,0,0,0,0,0,0,0.89,0,0.11,43,Large Business,Credit Unions,SP10,M11,D8,VP 2,SP10,M11,D10,VP 1,0.52508361,12,17,-0.39,1,34,49,1,0,0,1,0,0,0
723,7257,0,0,25,0,0,380,0,6877,1,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.16,13,Large Business,Credit Unions,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0,15,8,0.241,1,22,0,0,0,0,0,0,0,0
727,1495,0,0,5,0,0,0,0,1495,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.17,287,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,1,5,0.015,0,5,0,0,0,0,0,0,0,0
732,25595.93,285.98,0,172,1,0,187.69,-1.31E-12,25408.24,1,1,170,0,0,0,0,5963,0,12463,131,0,0,72,0,103,131,0,0,0,0,0,0,0,0.84,0.01,0.15,87,Large Business,Multinational Banks,SP20,M19,D14,VP 2,SP20,M18,D18,VP 1,0.50608696,33,44,-0.03,1,169,0,130,0,108,0,0,0,0
734,1420.25,3705,0,5,12,0,0,0,1420.25,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,287,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.05,1,3,-0.04,0,5,0,0,0,0,0,0,0,0
758,35915.8,161.58,0,569,2,0,94.47,1257.88,34563.45,1,103,465,1,7,0,0,4262.05,210,11128.4,1359,0,0,30,1,91,1359,0,0,0,1,0,0,0,0.79,0.18,0.03,24,Large Business,Multinational Banks,SP107,M7,D5,VP 2,SP107,M7,D5,VP 1,0.75140468,54,51,-0.03,1,421,102,52,1,102,1,0,0,0
788,27288.27,0,0,94,0,0,371.83,1.76E-12,26916.44,1,1,92,0,38,0,0,8789,0,0,132,0,0,47,0,0,132,0,0,0,0,0,0,0,0.79,0,0.21,85,Large Business,Multinational Banks,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.02150502,15,35,0.611,1,54,0,0,0,0,16,0,0,0
799,1576,325,0,6,1,0,380,0,1196,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP126,M9,D7,VP 2,SP126,M9,D10,VP 1,0,5,2,0.047,1,6,0,0,0,0,0,0,0,1
805,14420.32,0,0,193,0,0,95.32,-2.84E-13,14325,1,1,191,4,5,0,2,23080.75,0,0,3334,0,0,171,0,0,3334,0,0,1,0,0,1,0,0.79,0.01,0.2,46,Large Business,Multinational Banks,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.74916388,50,49,-0.38,1,182,0,20,0,0,0,0,0,0
806,4267,0,0,15,0,0,380,0,3887,1,1,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP58,M9,D7,VP 2,SP58,M9,D10,VP 1,0,3,10,0.13,1,13,0,1,0,0,0,0,0,0
807,59822.72,251.76,2500,979,4,1,73.59,3586.13,56163,1,8,970,10,59,0,0,72041.7,0,0,2052,18205,0,665,0,0,632,3,0,0,0,0,0,0,0.91,0.01,0.08,208,Large Business,Multinational Banks,SP107,M7,D5,VP 2,SP107,M7,D5,VP 1,0.80635452,197,51,-0.25,1,970,8,398,0,0,140,2,0,0
830,7292.92,0,0,80,0,0,116.92,7.11E-14,7176,1,1,78,0,4,1,0,3125.75,275,0,76,0,0,28,1,0,76,0,0,0,0,0,0,1,0.84,0,0.16,20,Large Business,Multinational Banks,SP32,M19,D14,VP 2,SP32,M18,D18,VP 1,0.69230769,11,48,-0.5,1,70,0,23,0,0,0,0,0,0
846,9817.55,0,0,96,0,0,124.55,579,9114,1,2,93,0,0,0,0,296,0,0,371,0,0,2,0,0,371,0,0,0,0,0,0,1,0.68,0.22,0.1,270,Large Business,Multinational Banks,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.6722408,18,40,-0.46,1,94,1,26,0,0,0,0,0,0
847,238093.22,11541.31,42600,2959,213,19,115.08,107012.03,130966.11,2,64,2893,248,310,2,3,1598901.67,494,66668.85,118809,8225,0,73771,3,843,435,2,0,0,0,0,0,0,0.71,0.19,0.1,168,Large Business,Multinational Banks,SP42,M7,D5,VP 2,SP42,M7,D5,VP 1,0.84859532,1419,51,-0.41,1,2715,69,5304,1,727,12,2,0,0
860,5757.95,0,0,21,0,0,361,0,5396.95,1,1,19,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.22,0,0.78,220,Large Business,Multinational Banks,SP126,M9,D7,VP 2,SP126,M9,D10,VP 1,0.05,3,18,0.073,1,19,0,0,0,0,0,0,0,0
881,12394.5,0,0,56,0,0,285,0,12109.5,1,1,54,0,1,0,0,3577,0,0,11,0,0,30,0,0,13,0,0,0,0,0,0,0,0.68,0.07,0.25,176,Large Business,Credit Unions,SP49,M19,D14,VP 2,SP49,M18,D18,VP 1,0.25,12,26,0.219,1,53,0,8,0,0,0,0,0,0
894,2990,0,0,10,0,0,0,0,2990,0,0,10,0,0,0,0,0,0,0,2,0,5300,0,0,4,2,0,1,0,0,0,0,0,0.78,0,0.22,287,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,2,9,0.077,0,10,0,0,0,0,0,0,0,0
912,14545.45,0,0,51,0,0,361,550.05,13634.4,1,2,48,12,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0.92,0,0.08,109,Large Business,Multinational Banks,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.05,13,23,0.269,1,64,2,0,0,0,0,0,0,0
915,37058.81,563.2,0,284,4,0,164.63,752.52,36141.66,1,4,279,3,1,0,0,4158,0,16516.02,263,0,0,54,0,213,259,0,0,0,0,0,0,0,0.8,0.15,0.05,78,Large Business,Multinational Banks,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.56675585,50,51,0.193,1,284,3,75,0,170,0,0,0,0
947,3780.5,0,0,13,0,0,361,579,2840.5,1,2,10,0,0,0,0,283,0,0,28,0,0,3,0,0,28,0,0,0,0,0,0,0,,,,287,Large Business,Credit Unions,SP51,M19,D14,VP 2,SP51,M18,D18,VP 1,0.05,8,5,0.169,1,10,1,8,0,0,0,0,0,0
949,17304.8,9138.87,0,81,39,0,273.98,-4.55E-13,17030.82,1,1,79,2,3,0,0,4663,808.5,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0.91,0,0.09,281,Large Business,Credit Unions,SP43,M11,D8,VP 2,SP43,M11,D10,VP 1,0.27899666,21,28,0.184,1,86,0,0,0,0,0,0,0,0
951,179657.44,162.24,0,1192,1,0,189.7,2893.16,176574.58,1,8,1183,2,39,0,2,86201.02,210,0,1963,0,0,621,1,0,1963,0,0,0,0,0,0,0,0.93,0.02,0.05,54,Large Business,Multinational Banks,SP47,M2,D2,VP 2,SP47,M2,D18,VP 1,0.50080268,101,51,0.768,1,1036,6,409,1,0,6,0,0,0
953,4036.5,0,0,27,0,0,0,0,4036.5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.86,0,0.14,144,Small Business,Small Business,SP3,M9,D7,VP 2,SP3,M9,D10,VP 1,0.5,2,24,-0.34,0,28,0,0,0,0,0,0,0,0
955,14687.81,115.64,0,224,1,0,135.21,1360.24,13192.36,1,99,124,0,5,0,0,6164,0,0,124,0,0,49,0,0,124,0,0,0,0,0,0,0,0.83,0.01,0.16,45,Large Business,Multinational Banks,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.6441806,21,43,-0.24,1,119,196,64,0,0,0,2,0,0
967,32801.25,0,0,147,0,0,285,0,32516.25,1,1,145,2,0,0,0,11955,0,0,79,0,0,108,0,0,79,0,0,0,0,0,0,0,0.98,0,0.02,200,Large Business,Multinational Banks,SP128,M19,D14,VP 2,SP128,M18,D18,VP 1,0.25,23,41,0.455,1,147,0,64,1,0,0,0,0,0
975,52098.78,0,0,808,0,0,81.18,1113.21,50904.39,1,10,797,3,3,0,0,18477.72,0,23695.26,216,108750,0,212,0,440,216,6,0,0,0,0,0,0,0.79,0.13,0.08,26,Large Business,Multinational Banks,SP107,M7,D5,VP 2,SP107,M7,D5,VP 1,0.78638796,107,51,-0.17,1,463,5,230,0,405,0,7,0,1
988,2166.78,0,0,33,0,0,0,0,2166.78,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,28,Large Business,Credit Unions,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0.78040134,24,13,-0.72,1,33,0,49,0,0,3,0,0,0
993,10633.31,0,0,85,0,0,160.37,-1.02E-12,10472.94,1,1,83,0,0,1,0,1964,275,0,262,0,0,15,1,0,262,0,0,0,0,0,0,0,0.94,0,0.06,208,Small Business,Small Business,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.57799331,15,49,-0.31,1,82,0,101,0,0,20,0,0,0
1005,971.75,0,0,5,0,0,0,0,971.75,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.5,287,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.35,1,5,-0.34,0,5,0,0,0,0,0,0,0,0
1007,2168.22,0,0,9,0,0,333.17,-1.71E-13,1835.05,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.42,287,Large Business,Credit Unions,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0.12324415,3,8,-0.03,1,7,0,0,0,0,0,0,0,0
1024,1122,0,0,6,0,0,0,0,1122,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,287,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.37458194,2,6,-0.33,0,5,1,0,0,0,0,0,0,0
1032,2772,0,0,10,0,0,380,0,2392,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,,,,16,Small Business,,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,7,5,0.141,1,7,0,0,0,0,0,0,0,0
1035,12868.87,3650,0,113,2,0,140.37,579,12149.5,1,2,110,0,3,0,0,794,0,0,80,13812,0,8,0,0,81,3,0,0,0,0,0,0,0.95,0,0.05,46,Large Business,Multinational Banks,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.63060201,12,46,-0.21,1,107,1,3,0,0,0,3,0,0
1052,84255.55,71.74,0,1263,1,0,83.88,1473.67,82698,1,9,1253,0,5,0,0,8976.81,0,32550,135,15455,0,89,0,632,135,4,0,0,1,0,0,0,0.81,0.14,0.05,127,Large Business,Multinational Banks,SP38,M16,D13,VP 2,SP38,M16,D18,VP 1,0.77926421,67,51,-0.21,1,1248,7,92,0,0,1,3,0,0
1059,17158.86,0,0,138,0,0,158.86,5.68E-13,17000,1,1,136,0,1,0,0,577,0,5400,90,6165,0,9,0,72,90,2,0,1,0,0,1,0,,,,237,Large Business,Multinational Banks,SP47,M2,D2,VP 2,SP47,M2,D18,VP 1,0.5819398,9,51,-0.17,1,134,0,5,0,75,0,2,0,0
1073,3887,0,0,13,0,0,0,0,3887,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0.18,85,Small Business,Small Business,SP41,M8,D6,VP 2,SP41,M5,D16,VP 1,0,2,12,0.077,0,13,0,0,0,0,0,0,0,0
1089,1634.28,0,0,12,0,0,184.28,-2.84E-14,1450,1,1,10,0,0,0,0,646,0,0,1,0,0,14,0,0,1,0,0,0,0,1,0,0,0.73,0,0.27,15,Large Business,Multinational Banks,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.51505017,5,7,-0.47,1,9,0,12,0,0,1,0,0,0
1102,14307.74,18799.2,0,131,105,0,209.34,1414.96,12683.44,1,53,77,1,1,0,0,5333,0,0,1009,0,0,56,0,0,1028,0,0,0,0,0,0,0,0.85,0,0.15,92,Large Business,Multinational Banks,SP20,M19,D14,VP 2,SP20,M18,D18,VP 1,0.44909699,20,30,-0.1,1,76,52,67,0,0,0,0,0,0
1119,12426.73,0,0,128,0,0,124.09,1.42E-13,12302.64,1,1,126,4,2,0,3,5307,0,0,132,0,0,43,0,0,0,0,0,0,0,0,0,1,0.92,0.01,0.08,154,Large Business,Multinational Banks,SP20,M19,D14,VP 2,SP20,M18,D18,VP 1,0.67344482,24,36,-0.37,1,124,0,100,0,0,0,0,0,0
1129,3071,0,0,11,0,0,380,0,2691,1,1,9,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0.67,0,0.33,35,Large Business,Credit Unions,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,5,9,0.108,1,9,0,0,0,0,0,0,0,0
1138,16776.42,555.64,0,132,4,0,162.42,-1.73E-12,16614,1,1,130,0,3,0,3,6764,0,6210,96,23700,0,66,0,54,100,3,0,0,0,0,0,0,0.8,0,0.2,72,Large Business,Multinational Banks,SP24,M16,D13,VP 2,SP24,M16,D18,VP 1,0.57257525,42,25,-0.08,1,156,1,124,0,51,0,3,0,0
1159,13957.99,120.15,2500,127,1,1,140.49,-2.27E-13,13817.5,1,1,125,0,6,0,0,2881,0,0,368,0,0,20,0,0,368,0,0,0,0,0,0,0,0.98,0,0.02,23,Large Business,Credit Unions,SP88,M11,D8,VP 2,SP69,M11,D10,VP 1,0.630301,12,51,-0.22,1,115,0,6,0,0,0,0,0,0
1162,3669,0,0,13,0,0,380,0,3289,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.36,287,Small Business,Small Business,SP19,M8,D6,VP 2,SP19,M5,D16,VP 1,0,4,3,0.077,1,11,0,0,0,0,0,0,0,0
1167,15852.15,0,0,93,0,0,218.35,3.69E-13,15633.8,1,1,91,8,1,0,0,308,0,0,11,0,0,3,0,0,11,0,0,0,0,0,0,0,0.79,0.03,0.18,191,Small Business,Small Business,SP68,M16,D13,VP 2,SP68,M16,D18,VP 1,0.42541806,3,49,-0.06,1,98,0,2,0,0,0,0,0,0
1168,30677.64,0,0,446,0,0,73.71,5547.93,25056,1,13,432,1,7,0,1,20835,0,0,214,2500,0,164,0,0,214,0,0,0,0,0,0,1,0.97,0.01,0.02,104,Large Business,Multinational Banks,SP49,M19,D14,VP 2,SP49,M18,D18,VP 1,0.80602007,40,51,-0.35,1,386,12,133,1,0,0,0,0,0
1171,25740.32,0,0,210,0,0,156.32,-2.84E-13,25584,1,1,208,3,0,0,0,5530,1,0,9550,15000,0,39,1,0,9550,3,0,0,0,0,1,0,0.77,0,0.23,74,Large Business,Multinational Banks,SP85,M7,D5,VP 2,SP17,M7,D5,VP 1,0.58862876,29,51,0.336,1,211,0,139,0,0,0,3,0,0
1178,33661.57,0,5000,391,0,2,281.14,1414.14,31966.29,2,100,289,2,10,0,0,8816.5,0,0,462,11300,0,84,0,0,462,2,0,0,0,0,0,0,0.83,0.01,0.16,127,Large Business,Multinational Banks,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.63006689,53,50,0.018,1,280,98,70,0,0,0,2,0,0
1186,30816.91,2355.1,0,358,22,0,125.16,655.35,30036.4,1,52,305,2,4,0,0,21341.2,0,0,622,19540,0,249,0,0,622,2,0,1,0,0,0,0,0.91,0.01,0.08,24,Large Business,Multinational Banks,SP85,M7,D5,VP 2,SP17,M7,D5,VP 1,0.67063545,39,50,-0.04,1,300,51,214,0,0,0,2,0,0
1187,15264.96,0,0,160,0,0,117.93,579,14568.03,1,2,157,5,14,0,1,4582,0,0,195,0,0,31,0,0,195,0,0,1,0,0,0,0,0.98,0.01,0.01,24,Large Business,Multinational Banks,SP72,M16,D13,VP 2,SP72,M16,D18,VP 1,0.68966555,21,45,-0.34,1,204,1,4,0,0,0,0,0,0
1193,15097.5,0,0,112,0,0,171,260.55,14665.95,1,2,109,0,0,0,0,1762,0,6786.5,66,5805,0,22,0,54,66,2,0,0,0,0,0,0,0.87,0.12,0.01,207,Large Business,Multinational Banks,SP18,M16,D13,VP 2,SP18,M16,D18,VP 1,0.55,10,45,-0.04,1,110,1,36,0,61,0,2,0,0
1215,12013.9,0,0,48,0,0,323,0,11690.9,1,1,46,0,22,0,0,5192.63,0,0,10,0,0,40,0,0,10,0,0,0,0,0,0,0,0.95,0,0.05,195,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0.15,8,21,0.085,1,24,0,0,0,0,0,0,0,0
1216,5681,0,0,19,0,0,0,0,5681,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,15,Small Business,Small Business,SP37,M8,D6,VP 2,SP37,M5,D16,VP 1,0,3,16,0.077,0,17,0,6,2,0,0,0,0,0
1219,51438.67,139.35,0,1183,3,0,54.31,1903.02,49481.34,1,24,1158,64,28,0,9,43035.39,375,0,320,0,0,570,3,0,320,0,0,0,0,0,0,0,0.88,0.02,0.1,176,Large Business,Investment Firms,SP107,M7,D5,VP 2,SP107,M7,D5,VP 1,0.8570903,610,43,-0.44,1,1302,23,388,3,0,0,0,0,0
1226,1875,0,0,7,0,0,380,0,1495,1,1,5,1,0,0,0,110,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,,,,287,Small Business,Small Business,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,4,0.066,1,7,0,2,0,0,0,0,0,0
1241,18016.83,0,0,117,0,0,0,0,18016.83,0,0,117,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Large Business,Credit Unions,SP88,M11,D8,VP 2,SP69,M11,D10,VP 1,0.48498328,3,51,0.08,0,117,0,0,0,0,0,0,0,1
1256,16816.61,0,0,124,0,0,173.37,-1.02E-12,16643.24,1,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.02,43,Small Business,Small Business,SP38,M16,D13,VP 2,SP38,M16,D18,VP 1,0.54374582,6,50,-0.07,1,122,0,0,0,0,0,0,0,0
1258,1794,0,0,6,0,0,0,0,1794,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0.5,49,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,5,2,0.099,0,7,0,0,0,0,0,0,0,0
1261,1875,0,0,7,0,0,380,0,1495,1,1,5,0,0,0,0,55,0,0,52,0,0,1,0,0,52,0,0,0,0,0,0,0,0.71,0,0.29,287,Large Business,Multinational Banks,SP108,M11,D8,VP 2,SP86,M11,D10,VP 1,0,2,5,0.146,1,5,0,1,0,0,40,0,0,0
1267,11330.1,2047.5,0,84,14,0,171,260.55,10898.55,1,2,81,0,0,0,0,1383,0,0,4,0,0,10,0,0,496,0,0,0,0,0,0,0,0.18,0.71,0.11,156,Large Business,Multinational Banks,SP128,M19,D14,VP 2,SP128,M18,D18,VP 1,0.55,28,45,-0.27,1,84,1,0,0,0,0,0,0,0
1271,31357.97,0,0,437,0,0,101.69,532.44,30723.84,1,52,384,0,11,0,0,17810.5,0,0,61,8750,0,170,0,0,61,3,0,0,0,0,0,0,0.75,0.01,0.24,32,Large Business,Multinational Banks,SP47,M2,D2,VP 2,SP47,M2,D18,VP 1,0.73240803,105,51,-0.3,1,471,51,196,0,0,0,2,0,0
1284,63152.95,1651.68,0,746,18,0,107.29,490.44,62555.22,1,4,741,9,12,0,0,54407.4,135,0,686,8225,0,611,1,0,1077,2,0,0,0,0,0,0,0.8,0.09,0.11,176,Large Business,Multinational Banks,SP85,M7,D5,VP 2,SP17,M7,D5,VP 1,0.71765886,152,51,0.098,1,804,4,416,0,0,17,2,0,0
1291,30279.93,679.07,22000,340,7,14,113.43,2.84E-13,30166.5,1,1,338,1,14,0,0,990.2,0,0,144,0,0,25,0,0,144,0,0,0,0,0,0,0,0.99,0,0.01,172,Large Business,Multinational Banks,SP47,M2,D2,VP 2,SP47,M2,D18,VP 1,0.70150502,186,41,-0.21,1,329,0,45,0,0,0,0,0,0
1301,20019,0,0,90,0,0,285,0,19734,1,1,88,0,0,0,0,398,199.5,0,8,0,0,6,1,0,2,0,0,0,0,0,0,0,0.96,0,0.04,258,Large Business,Credit Unions,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.25,3,50,0.231,0,87,0,6,0,0,0,0,0,0
1305,1576,0,0,6,0,0,380,0,1196,1,1,4,0,0,0,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.63,0,0.38,155,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,3,0.038,1,4,0,2,0,0,0,0,0,0
1316,50641.79,0,0,672,0,0,190.64,726.15,49725,2,7,663,16,67,0,0,74510.44,0,0,498,0,0,971,0,0,4,0,0,0,0,1,0,0,0.96,0.02,0.02,249,Large Business,Multinational Banks,SP49,M19,D14,VP 2,SP49,M18,D18,VP 1,0.74916388,119,51,-0.16,1,584,4,682,0,0,1,0,0,0
1327,2772,0,0,10,0,0,380,0,2392,1,1,8,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0.53,0,0.47,48,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,4,6,0.099,2,7,0,0,0,0,0,0,0,0
1334,13883.96,0,0,73,0,0,244.15,-3.69E-13,13639.81,1,1,71,6,49,2,0,9809,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0.04,0.82,0.15,17,Large Business,Multinational Banks,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0.35749164,15,47,0.055,1,46,0,29,0,0,0,0,0,0
1336,23043.39,0,0,135,0,0,216.6,330.03,22496.76,1,2,132,1,1,0,0,7715,0,0,9,11109,0,63,0,0,9,2,0,0,0,0,0,0,0.82,0,0.18,18,Large Business,Multinational Banks,SP40,M19,D14,VP 2,SP40,M18,D18,VP 1,0.43,25,46,0.106,1,137,1,125,0,0,0,2,0,0
1338,17385.95,617.5,0,61,2,0,361,550.05,16474.9,1,2,58,0,0,0,0,0,0,0,112,0,0,0,0,0,112,0,0,0,0,0,0,0,0.95,0,0.05,266,Large Business,Multinational Banks,SP130,M11,D8,VP 2,SP87,M11,D10,VP 1,0.05,8,49,0.56,1,58,1,0,0,0,0,0,0,0
1345,5980,0,0,20,0,0,0,0,5980,0,0,20,4,1,0,0,299,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.89,0,0.11,68,Large Business,Credit Unions,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0,2,16,0.099,0,23,0,9,0,0,0,0,0,0
1360,60385.78,326.1,0,648,3,0,127.09,858.69,59400,1,53,594,9,3,0,0,28987,0,0,1779,0,0,304,0,0,1779,0,0,0,0,0,1,0,0.88,0.01,0.12,192,Large Business,Multinational Banks,SP107,M7,D5,VP 2,SP107,M7,D5,VP 1,0.66555184,76,51,0.3,1,606,52,192,0,0,3,0,0,0
1365,6512.81,0,0,59,0,0,139.8,213.01,6160,1,2,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.72,0,0.28,161,Large Business,Multinational Banks,SP27,M11,D8,VP 2,SP27,M11,D10,VP 1,0.63210702,6,43,-0.4,1,57,1,0,0,0,0,0,0,0
1367,28080.78,0,0,448,0,0,88.16,730.21,27262.41,1,54,393,9,8,0,15,28816.8,0,0,313,27780,0,248,0,0,313,2,0,0,0,0,0,0,0.89,0.01,0.09,83,Large Business,Multinational Banks,SP85,M7,D5,VP 2,SP17,M7,D5,VP 1,0.76799331,76,51,-0.32,1,393,53,427,0,0,0,2,0,0
